Gene_names,GO_IDs,GO_terms
URA2,GO:0016597,amino acid binding
URA2,GO:0044205,'de novo' UMP biosynthetic process
URA2,GO:0046872,metal ion binding
RAD59,GO:0005634,nucleus
RAD59,GO:0006310,DNA recombination
RAD59,GO:0045002,double-strand break repair via single-strand annealing
MOS2,GO:0042407,cristae formation
MOS2,GO:0061617,MICOS complex
SMC2,GO:0000278,mitotic cell cycle
SMC2,GO:0005524,ATP binding
SMC2,GO:0005634,nucleus
SMC2,GO:0005694,chromosome
SMC2,GO:0007059,chromosome segregation
SMC2,GO:0016887,ATP hydrolysis activity
SMC2,GO:0030261,chromosome condensation
SMC2,GO:0051301,cell division
HIS6,GO:0000105,histidine biosynthetic process
HIS6,GO:0003949,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity
HIS6,GO:0005737,cytoplasm
TRM13,GO:0046872,metal ion binding
TRM13,GO:0106050,tRNA 2'-O-methyltransferase activity
ADE3,GO:0004329,formate-tetrahydrofolate ligase activity
ADE3,GO:0004477,methenyltetrahydrofolate cyclohydrolase activity
ADE3,GO:0004488,methylenetetrahydrofolate dehydrogenase (NADP+) activity
ADE3,GO:0005524,ATP binding
ADE3,GO:0035999,tetrahydrofolate interconversion
RPS24B,GO:0003735,structural constituent of ribosome
RPS24B,GO:0005840,ribosome
RPS24B,GO:0006412,translation
RPS24B,GO:1990904,ribonucleoprotein complex
YSP2,GO:0016020,membrane
SFT2,GO:0000139,Golgi membrane
SFT2,GO:0015031,protein transport
SFT2,GO:0016192,vesicle-mediated transport
SEC59,GO:0004168,dolichol kinase activity
SEC59,GO:0005783,endoplasmic reticulum
SEC59,GO:0016020,membrane
SEC59,GO:0016310,phosphorylation
BRN1,GO:0000796,condensin complex
BRN1,GO:0005737,cytoplasm
BRN1,GO:0007076,mitotic chromosome condensation
BRN1,GO:0051301,cell division
NTH1,GO:0004555,"alpha,alpha-trehalase activity"
NTH1,GO:0005509,calcium ion binding
NTH1,GO:0005737,cytoplasm
NTH1,GO:0005993,trehalose catabolic process
ACF2,GO:0008152,metabolic process
ACF2,GO:0008422,beta-glucosidase activity
ACF2,GO:0052861,"glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group"
ACF2,GO:0052862,"glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group"
PUP2,GO:0005634,nucleus
PUP2,GO:0010499,proteasomal ubiquitin-independent protein catabolic process
PUP2,GO:0019773,"proteasome core complex, alpha-subunit complex"
PUP2,GO:0034515,proteasome storage granule
PUP2,GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network
PUP2,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
SEC5,GO:0000145,exocyst
SEC5,GO:0006887,exocytosis
SEC5,GO:0006893,Golgi to plasma membrane transport
SEC5,GO:0015031,protein transport
PRO3,GO:0004735,pyrroline-5-carboxylate reductase activity
PRO3,GO:0055129,L-proline biosynthetic process
VMA6,GO:0033179,"proton-transporting V-type ATPase, V0 domain"
VMA6,GO:0046961,"proton-transporting ATPase activity, rotational mechanism"
APC11,GO:0005680,anaphase-promoting complex
APC11,GO:0008270,zinc ion binding
APC11,GO:0031145,anaphase-promoting complex-dependent catabolic process
APC11,GO:0051301,cell division
APC11,GO:0061630,ubiquitin protein ligase activity
APC11,GO:0097602,cullin family protein binding
HMG1,GO:0004420,hydroxymethylglutaryl-CoA reductase (NADPH) activity
HMG1,GO:0005789,endoplasmic reticulum membrane
HMG1,GO:0008299,isoprenoid biosynthetic process
HMG1,GO:0015936,coenzyme A metabolic process
SUP35,GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
SUP35,GO:0003747,translation release factor activity
SUP35,GO:0003924,GTPase activity
SUP35,GO:0005525,GTP binding
ARC15,GO:0005737,cytoplasm
ARC15,GO:0005885,Arp2/3 protein complex
ARC15,GO:0030833,regulation of actin filament polymerization
ARC15,GO:0034314,Arp2/3 complex-mediated actin nucleation
RSM24,GO:0003735,structural constituent of ribosome
RSM24,GO:0005763,mitochondrial small ribosomal subunit
RSM24,GO:0032543,mitochondrial translation
ICL1,GO:0004451,isocitrate lyase activity
ICL1,GO:0019752,carboxylic acid metabolic process
ICL1,GO:0046421,methylisocitrate lyase activity
ICL1,GO:0046872,metal ion binding
IDP1,GO:0000287,magnesium ion binding
IDP1,GO:0004450,isocitrate dehydrogenase (NADP+) activity
IDP1,GO:0006099,tricarboxylic acid cycle
IDP1,GO:0006102,isocitrate metabolic process
IDP1,GO:0051287,NAD binding
CEM1,GO:0004315,3-oxoacyl-[acyl-carrier-protein] synthase activity
CEM1,GO:0006633,fatty acid biosynthetic process
RPO26,GO:0003677,DNA binding
RPO26,GO:0003899,DNA-directed 5'-3' RNA polymerase activity
RPO26,GO:0005665,"RNA polymerase II, core complex"
RPO26,GO:0006351,DNA-templated transcription
MDH1,GO:0006099,tricarboxylic acid cycle
MDH1,GO:0006108,malate metabolic process
MDH1,GO:0030060,L-malate dehydrogenase activity
URK1,GO:0004849,uridine kinase activity
URK1,GO:0005524,ATP binding
URK1,GO:0016310,phosphorylation
URK1,GO:0044206,UMP salvage
URK1,GO:0044211,CTP salvage
SCH9,GO:0004674,protein serine/threonine kinase activity
SCH9,GO:0005524,ATP binding
SCH9,GO:0006468,protein phosphorylation
ACC1,GO:0003989,acetyl-CoA carboxylase activity
ACC1,GO:0004075,biotin carboxylase activity
ACC1,GO:0005524,ATP binding
ACC1,GO:0006633,fatty acid biosynthetic process
ACC1,GO:0046872,metal ion binding
ACC1,GO:2001295,malonyl-CoA biosynthetic process
KAR5,GO:0000742,karyogamy involved in conjugation with cellular fusion
KAR5,GO:0005789,endoplasmic reticulum membrane
KAR5,GO:0031965,nuclear membrane
KAR5,GO:0048288,nuclear membrane fusion involved in karyogamy
MGM101,GO:0000002,mitochondrial genome maintenance
MGM101,GO:0000262,mitochondrial chromosome
MGM101,GO:0003697,single-stranded DNA binding
MGM101,GO:0006281,DNA repair
ALG12,GO:0005789,endoplasmic reticulum membrane
ALG12,GO:0006486,protein glycosylation
ALG12,GO:0052917,"dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase"
RNA14,GO:0005634,nucleus
RNA14,GO:0005737,cytoplasm
RNA14,GO:0006378,mRNA polyadenylation
RNA14,GO:0032991,protein-containing complex
FET3,GO:0005507,copper ion binding
FET3,GO:0006811,monoatomic ion transport
FET3,GO:0016020,membrane
FET3,GO:0016491,oxidoreductase activity
FET3,GO:0055072,obsolete iron ion homeostasis
STV1,GO:0000220,"vacuolar proton-transporting V-type ATPase, V0 domain"
STV1,GO:0046961,"proton-transporting ATPase activity, rotational mechanism"
MDM31,GO:0000001,mitochondrion inheritance
MDM31,GO:0005743,mitochondrial inner membrane
FAS2,GO:0000287,magnesium ion binding
FAS2,GO:0004315,3-oxoacyl-[acyl-carrier-protein] synthase activity
FAS2,GO:0004316,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity
FAS2,GO:0005835,fatty acid synthase complex
FAS2,GO:0008897,holo-[acyl-carrier-protein] synthase activity
FAS2,GO:0042759,long-chain fatty acid biosynthetic process
SPS19,GO:0008670,"2,4-dienoyl-CoA reductase (NADPH) activity"
SPS19,GO:0009062,fatty acid catabolic process
PPH21,GO:0017018,myosin phosphatase activity
INP53,GO:0004439,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity"
INP53,GO:0046855,obsolete inositol phosphate dephosphorylation
INP53,GO:0046856,phosphatidylinositol dephosphorylation
MGS1,GO:0003677,DNA binding
MGS1,GO:0005524,ATP binding
MGS1,GO:0006271,DNA strand elongation involved in DNA replication
MGS1,GO:0006281,DNA repair
MGS1,GO:0016887,ATP hydrolysis activity
MGS1,GO:0046872,metal ion binding
PNP1,GO:0004731,purine-nucleoside phosphorylase activity
PNP1,GO:0009116,nucleoside metabolic process
SRP72,GO:0005786,"signal recognition particle, endoplasmic reticulum targeting"
SRP72,GO:0006614,SRP-dependent cotranslational protein targeting to membrane
SRP72,GO:0008312,7S RNA binding
ORC4,GO:0000808,origin recognition complex
ORC4,GO:0003677,DNA binding
ORC4,GO:0005634,nucleus
ORC4,GO:0006260,DNA replication
SET1,GO:0005694,chromosome
SET1,GO:0006325,chromatin organization
SET1,GO:0042800,histone H3K4 methyltransferase activity
SET1,GO:0048188,Set1C/COMPASS complex
SET1,GO:0051568,histone H3-K4 methylation
SPC98,GO:0000922,spindle pole
SPC98,GO:0000930,gamma-tubulin complex
SPC98,GO:0005737,cytoplasm
SPC98,GO:0005816,spindle pole body
SPC98,GO:0005874,microtubule
SPC98,GO:0007020,microtubule nucleation
SPC98,GO:0043015,gamma-tubulin binding
CDC123,GO:0005737,cytoplasm
CDC123,GO:0007049,cell cycle
CDC123,GO:0051301,cell division
NHX1,GO:0006885,regulation of pH
NHX1,GO:0015385,sodium:proton antiporter activity
NHX1,GO:0016020,membrane
SPC42,GO:0005816,spindle pole body
PPN1,GO:0000298,endopolyphosphatase activity
PPN1,GO:0005774,vacuolar membrane
LAT1,GO:0004742,dihydrolipoyllysine-residue acetyltransferase activity
LAT1,GO:0005739,mitochondrion
LAT1,GO:0006086,acetyl-CoA biosynthetic process from pyruvate
LAT1,GO:0045254,pyruvate dehydrogenase complex
ADA2,GO:0003713,transcription coactivator activity
ADA2,GO:0005634,nucleus
ADA2,GO:0006357,regulation of transcription by RNA polymerase II
ADA2,GO:0008270,zinc ion binding
ADA2,GO:0035065,regulation of histone acetylation
MEP3,GO:0005886,plasma membrane
MEP3,GO:0008519,ammonium transmembrane transporter activity
FKH2,GO:0003700,DNA-binding transcription factor activity
FKH2,GO:0005634,nucleus
FKH2,GO:0043565,sequence-specific DNA binding
FKH2,GO:0045892,negative regulation of DNA-templated transcription
FKH2,GO:0045944,positive regulation of transcription by RNA polymerase II
SSN2,GO:0003712,transcription coregulator activity
SSN2,GO:0006357,regulation of transcription by RNA polymerase II
SSN2,GO:0016592,mediator complex
STH1,GO:0005524,ATP binding
STH1,GO:0006355,regulation of DNA-templated transcription
STH1,GO:0016787,hydrolase activity
STH1,GO:0042393,histone binding
STH1,GO:0070603,SWI/SNF superfamily-type complex
STH1,GO:0140658,ATP-dependent chromatin remodeler activity
GPI19,GO:0005789,endoplasmic reticulum membrane
GPI19,GO:0006506,GPI anchor biosynthetic process
GPI19,GO:0017176,phosphatidylinositol N-acetylglucosaminyltransferase activity
SPT6,GO:0003677,DNA binding
SPT6,GO:0003746,translation elongation factor activity
SPT6,GO:0005634,nucleus
SPT6,GO:0006139,nucleobase-containing compound metabolic process
SPT6,GO:0032968,positive regulation of transcription elongation by RNA polymerase II
EPL1,GO:0005634,nucleus
EPL1,GO:0006357,regulation of transcription by RNA polymerase II
EPL1,GO:0032777,Piccolo NuA4 histone acetyltransferase complex
PRP22,GO:0003676,nucleic acid binding
PRP22,GO:0004386,helicase activity
PRP22,GO:0005524,ATP binding
PRP22,GO:0005634,nucleus
PRP22,GO:0006397,mRNA processing
PRP22,GO:0008186,"ATP-dependent activity, acting on RNA"
PRP22,GO:0008380,RNA splicing
PRP22,GO:0016787,hydrolase activity
PRP22,GO:0022613,ribonucleoprotein complex biogenesis
PRP22,GO:0065003,protein-containing complex assembly
PRP22,GO:1990904,ribonucleoprotein complex
SNX41,GO:0005829,cytosol
SNX41,GO:0006914,autophagy
SNX41,GO:0010008,endosome membrane
SNX41,GO:0032266,phosphatidylinositol-3-phosphate binding
SNX41,GO:0042147,"retrograde transport, endosome to Golgi"
CDC60,GO:0002161,aminoacyl-tRNA editing activity
CDC60,GO:0004823,leucine-tRNA ligase activity
CDC60,GO:0005524,ATP binding
CDC60,GO:0005737,cytoplasm
CDC60,GO:0006429,leucyl-tRNA aminoacylation
TGS1,GO:0001510,RNA methylation
TGS1,GO:0008168,methyltransferase activity
TGS1,GO:0009452,7-methylguanosine RNA capping
UGP1,GO:0003983,UTP:glucose-1-phosphate uridylyltransferase activity
UGP1,GO:0006011,UDP-glucose metabolic process
POL30,GO:0003677,DNA binding
POL30,GO:0005634,nucleus
POL30,GO:0006260,DNA replication
POL30,GO:0006275,regulation of DNA replication
POL30,GO:0030337,DNA polymerase processivity factor activity
AO-I,GO:0005507,copper ion binding
AO-I,GO:0008131,primary amine oxidase activity
AO-I,GO:0009308,amine metabolic process
AO-I,GO:0048038,quinone binding
pheS,GO:0000049,tRNA binding
pheS,GO:0004826,phenylalanine-tRNA ligase activity
pheS,GO:0005524,ATP binding
pheS,GO:0005759,mitochondrial matrix
pheS,GO:0006432,phenylalanyl-tRNA aminoacylation
FYV7,GO:0005730,nucleolus
FYV7,GO:0006364,rRNA processing
ALG10,GO:0005789,endoplasmic reticulum membrane
ALG10,GO:0006488,dolichol-linked oligosaccharide biosynthetic process
ALG10,GO:0106073,"dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity"
AAC,GO:0005471,ATP:ADP antiporter activity
AAC,GO:0005743,mitochondrial inner membrane
AAC,GO:0140021,mitochondrial ADP transmembrane transport
AAC,GO:1990544,mitochondrial ATP transmembrane transport
MIS1,GO:0004329,formate-tetrahydrofolate ligase activity
MIS1,GO:0004477,methenyltetrahydrofolate cyclohydrolase activity
MIS1,GO:0004488,methylenetetrahydrofolate dehydrogenase (NADP+) activity
MIS1,GO:0005524,ATP binding
MIS1,GO:0035999,tetrahydrofolate interconversion
PDC1,GO:0000287,magnesium ion binding
PDC1,GO:0016831,carboxy-lyase activity
PDC1,GO:0030976,thiamine pyrophosphate binding
NAM2,GO:0002161,aminoacyl-tRNA editing activity
NAM2,GO:0004823,leucine-tRNA ligase activity
NAM2,GO:0005524,ATP binding
NAM2,GO:0005737,cytoplasm
NAM2,GO:0006429,leucyl-tRNA aminoacylation
MPG1,GO:0004475,mannose-1-phosphate guanylyltransferase (GTP) activity
MPG1,GO:0005525,GTP binding
MPG1,GO:0007049,cell cycle
MPG1,GO:0009298,GDP-mannose biosynthetic process
SOD1,GO:0004784,superoxide dismutase activity
SOD1,GO:0005507,copper ion binding
PCT1,GO:0004105,choline-phosphate cytidylyltransferase activity
SHM1,GO:0004372,glycine hydroxymethyltransferase activity
SHM1,GO:0008168,methyltransferase activity
SHM1,GO:0019264,glycine biosynthetic process from serine
SHM1,GO:0030170,pyridoxal phosphate binding
SHM1,GO:0032259,methylation
SHM1,GO:0035999,tetrahydrofolate interconversion
APL5,GO:0005794,Golgi apparatus
APL5,GO:0006886,intracellular protein transport
APL5,GO:0016192,vesicle-mediated transport
APL5,GO:0030123,AP-3 adaptor complex
AKR1,GO:0016020,membrane
AKR1,GO:0019706,protein-cysteine S-palmitoyltransferase activity
ERV2,GO:0016020,membrane
ERV2,GO:0016971,flavin-linked sulfhydryl oxidase activity
gabD,GO:0004777,succinate-semialdehyde dehydrogenase (NAD+) activity
gabD,GO:0009450,gamma-aminobutyric acid catabolic process
gabD,GO:0036243,succinate-semialdehyde dehydrogenase (NADP+) activity
VPS16,GO:0006886,intracellular protein transport
VPS16,GO:0007033,vacuole organization
VPS16,GO:0033263,CORVET complex
VPS16,GO:0098588,bounding membrane of organelle
VMA13,GO:0000221,"vacuolar proton-transporting V-type ATPase, V1 domain"
VMA13,GO:0046961,"proton-transporting ATPase activity, rotational mechanism"
HARS,GO:0004821,histidine-tRNA ligase activity
HARS,GO:0005524,ATP binding
HARS,GO:0005737,cytoplasm
HARS,GO:0006427,histidyl-tRNA aminoacylation
TRP1,GO:0000162,tryptophan biosynthetic process
TRP1,GO:0004640,phosphoribosylanthranilate isomerase activity
PDAT9,GO:0004497,monooxygenase activity
PDAT9,GO:0005506,iron ion binding
PDAT9,GO:0008168,methyltransferase activity
PDAT9,GO:0008202,steroid metabolic process
PDAT9,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
PDAT9,GO:0020037,heme binding
PDAT9,GO:0032259,methylation
EAF3,GO:0000123,histone acetyltransferase complex
EAF3,GO:0005634,nucleus
EAF3,GO:0006281,DNA repair
EAF3,GO:0006325,chromatin organization
EAF3,GO:0006355,regulation of DNA-templated transcription
PRE4,GO:0005634,nucleus
PRE4,GO:0005737,cytoplasm
PRE4,GO:0010499,proteasomal ubiquitin-independent protein catabolic process
PRE4,GO:0019774,"proteasome core complex, beta-subunit complex"
PRE4,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
NSA2,GO:0005730,nucleolus
NSA2,GO:0006364,rRNA processing
NSA2,GO:1990904,ribonucleoprotein complex
REX4,GO:0003676,nucleic acid binding
REX4,GO:0006364,rRNA processing
REX4,GO:0008408,3'-5' exonuclease activity
RAG5,GO:0001678,intracellular glucose homeostasis
RAG5,GO:0004396,hexokinase activity
RAG5,GO:0005524,ATP binding
RAG5,GO:0005536,glucose binding
RAG5,GO:0006096,glycolytic process
YME1,GO:0004176,ATP-dependent peptidase activity
YME1,GO:0004222,metalloendopeptidase activity
YME1,GO:0005524,ATP binding
YME1,GO:0006508,proteolysis
YME1,GO:0016020,membrane
YME1,GO:0016887,ATP hydrolysis activity
AIM22,GO:0009249,protein lipoylation
AIM22,GO:0016874,ligase activity
GIM3,GO:0006457,protein folding
GIM3,GO:0016043,cellular component organization
GIM3,GO:0016272,prefoldin complex
GIM3,GO:0051082,unfolded protein binding
ICL2,GO:0004451,isocitrate lyase activity
ICL2,GO:0019752,carboxylic acid metabolic process
ICL2,GO:0046421,methylisocitrate lyase activity
ICL2,GO:0046872,metal ion binding
POP5,GO:0001682,tRNA 5'-leader removal
POP5,GO:0004526,ribonuclease P activity
POP5,GO:0005634,nucleus
POP5,GO:0030677,ribonuclease P complex
POP5,GO:0033204,ribonuclease P RNA binding
ADO1,GO:0004001,adenosine kinase activity
ADO1,GO:0005524,ATP binding
ADO1,GO:0006166,purine ribonucleoside salvage
ADO1,GO:0016310,phosphorylation
ADO1,GO:0044209,AMP salvage
MIP1,GO:0003677,DNA binding
MIP1,GO:0003887,DNA-directed DNA polymerase activity
MIP1,GO:0005760,gamma DNA polymerase complex
MIP1,GO:0006260,DNA replication
PHA2,GO:0004106,chorismate mutase activity
PHA2,GO:0004664,prephenate dehydratase activity
PHA2,GO:0009094,L-phenylalanine biosynthetic process
EFM4,GO:0005737,cytoplasm
EFM4,GO:0016192,vesicle-mediated transport
EFM4,GO:0016279,protein-lysine N-methyltransferase activity
EFM4,GO:0018022,peptidyl-lysine methylation
VMA5,GO:0033180,"proton-transporting V-type ATPase, V1 domain"
VMA5,GO:0046961,"proton-transporting ATPase activity, rotational mechanism"
GCD11,GO:0000049,tRNA binding
GCD11,GO:0003743,translation initiation factor activity
GCD11,GO:0003924,GTPase activity
GCD11,GO:0005525,GTP binding
MOT2,GO:0003723,RNA binding
MOT2,GO:0004842,ubiquitin-protein transferase activity
MOT2,GO:0030014,CCR4-NOT complex
MOT2,GO:0046872,metal ion binding
STL1,GO:0008643,carbohydrate transport
STL1,GO:0016020,membrane
STL1,GO:0022857,transmembrane transporter activity
FBP1,GO:0005975,carbohydrate metabolic process
FBP1,GO:0042132,"fructose 1,6-bisphosphate 1-phosphatase activity"
FBP1,GO:0046872,metal ion binding
SOL1,GO:0005975,carbohydrate metabolic process
SOL1,GO:0006098,pentose-phosphate shunt
SOL1,GO:0017057,6-phosphogluconolactonase activity
ERG2,GO:0005789,endoplasmic reticulum membrane
ERG2,GO:0016126,sterol biosynthetic process
ERG2,GO:0016853,isomerase activity
GLO1,GO:0004462,lactoylglutathione lyase activity
GLO1,GO:0046872,metal ion binding
FUN12,GO:0003743,translation initiation factor activity
FUN12,GO:0003924,GTPase activity
FUN12,GO:0005525,GTP binding
SPB4,GO:0003723,RNA binding
SPB4,GO:0003724,RNA helicase activity
SPB4,GO:0005524,ATP binding
SPB4,GO:0005730,nucleolus
SPB4,GO:0006364,rRNA processing
SPB4,GO:0016787,hydrolase activity
HSL7,GO:0016274,protein-arginine N-methyltransferase activity
HSL7,GO:0035246,peptidyl-arginine N-methylation
VCX1,GO:0005774,vacuolar membrane
VCX1,GO:0015369,calcium:proton antiporter activity
DBP2,GO:0003676,nucleic acid binding
DBP2,GO:0003724,RNA helicase activity
DBP2,GO:0005524,ATP binding
DBP2,GO:0016787,hydrolase activity
DIM1,GO:0003723,RNA binding
DIM1,GO:0052909,18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity
DCP2,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
DCP2,GO:0000290,deadenylation-dependent decapping of nuclear-transcribed mRNA
